אביסל|אַ ביסל|קצת
מוראדיק|מוראדיק|נורא, עצום
מוראהאבן|מורא האָבן|לפחד
מוראשקע|מוראַשקע|נמלה
מזאגט|מזאגט|אומרים (מ'זאגט)
מזאל|מ'זאָל|שיהיה, שצריך
מזיקזיין|מזיק זיין|להזיק
מחברזיין|מחבר זיין|לחבר
מחזקזיין|מחזק זיין|לחזק
מחללשבתזיין|מחלל־שבת זיין|לחלל שבת
מיאוס|מיאוס|מגעיל
מיאוסקייט|מיאוסקייט|כיעור
מיד|מיד|עייף
מידארף|מידארף|(מ'דארף) צריך, יש צורך
מידווערן|מיד ווערן|להתעייף
מידיק|מידיק|בינוני
מידקייט|מידקייט|עייפות
מיהע|מיהע|מאמץ, טרחה
מיט|מיט|עם
מיטאג|מיטאָג|צהריים
מיטאגצייט|מיטאָגצייט|שעת צהריים
מיטאמאל|מיטאמאָל|בבת אחת
מיטאמאל|מיטאַמאָל|פתאום, בבת אחת
מיטברענגן|מיטברענגען|להביא עם עצמו
מיטגליד|מיטגליד|חבר (באִרגון או אגודה)
מיטגלידער|מיטגלידער|חברים (באגודה או ארגון)
מיטגעבראכט|מיטגעבראכט|הביא עמו
מיטגעגאנגן|מיטגעגאַנגען|הלכתי ביחד
מיטגעזונגן|מיטגעזוּנגען|לשיר-יחד
מיטגענומן|מיטגענומען|לקח עמו
מיטגעצוייגן|מיטגעצוייגען|סחף -עִמו, נִסחף
מיטהעלפן|מיטהעלפען|לעזור, לסייע
מיטוואך|מיטוואָך|יום רביעי (בשבת)
מיטל|מיטל|אמצעי
מיטלייד|מיטלייד|חמלה, רחמים, רחמנות, השתתפות בצער
מיטלמעסיק|מיטלמעסיק|בינוני
מיטלמעסיקייט|מיטלמעסיקייט|בינוניות
מיטלן|מיטלען|אמצעים, דרכים
מיטלפונקט|מיטלפּונקט|מרכז
מיטן|מיטן|אמצע
מיטנעמן|מיטנעמען|לקחת עמו, לצרף
מיטעלן|מיטעלן|אמצעי
מיטעלער|מיטעלער|אמצעי (דער מיטעלער רבי – אדמו"ר האמצעי)
מיטפאהרן|מיטפאָהרען|לסוע-יחד
מיידל|מיידל|ילדה, נערה
מיידלעך|מיידלעך|ילדות, נערות
מייז|מייז|עכברים
מיין|מיין|שלי
מייןט|מייןט|מתכוון, סבור (הוא)
מייןסט|מייןסט|מתכוון, סבור (אתה)
מיינונג|מיינוּנג|דיעה (שיטה)
מיינט|מיינט|מתכוון, סבור
מיינן|מיינען|להתכוון, לסבור
מיינסטו|מיינסטו|אתה מתכוון
מיינע|מיינע|שלי (רבים)
מיינענדיק|מיינענדיק|בחושבו, בסוברו
מיינער|מיינער|שלי (זכר)
מיך|מיך|אותי
מיל|מיל|טחנה
מילך|מילך|חלב
מילנער|מילנער|טוחן
מינדערהייט|מינדערהייט|מיעוט
מינוט|מינוט|דקה
מינוטן|מינוטן|דקות
מיניסטער|מיניסטער|שׂר
מינע|מינע|הבעת פנים, פרצוף
מיסטעריע|מיסטעריע|תעלומה
מיר|מיר|אנחנו, לי
מירוב|מירוב|רוב
מישונג|מישונג|תערובת
מישמאש|מישמאַש|עירבוביה
מישן|מישן|לערבב
מישן(זיך)|מישן (זיך)|מִתערב
מכבדזיין|מכבד זיין|לכבד
מלחמההאלטן|מלחמה האַלטן|לנהל מלחמה
מלערנט|מלערנט|לומדים (מ'לערנט)
ממשיךזיין|ממשיך זיין|להמשיך
מן|מען|מישהו, אנשים (סתמי)
מנעמט|מנעמט|לוקחים (מ'נעמט)
מנצחזיין|מנצח זיין|לנצח
מסבירזיין|מסביר זיין|להסביר
מסכיםגעוון|מסכים געווען|הסכים
מסכיםזיין|מסכים זיין|להסכים
מעג|מעג|מותר
מעגליכקייט|מעגליכקייט|אפשרות
מעגליכקייטן|מעגליכקייטן|אפשרויות
מעגלעך|מעגלעך|אפשר, יתכן, יתכן, אפשר
מעגלעכקייט|מעגלעכקייט|אפשרות, הזדמנות, אפשרות, יכולת, אפשרות
מעגן|מעגן|לרצות, מותר
מעגסט|מעגסט|רשאי (אתה)
מעד|מעד|תֶמֶד
מעדיצין|מעדיצין|תרופה, רפואה
מעזריטשער|מעזריטשער|ממעזריטש, של מעזריטש
מעטאדעס|מעטאדעס|שיטות
מעטאלן|מעטאַלען|מתכות
מעכטיקן|מעכטיקן|חזק, אדיר
מעל|מעל|קמח
מענטעלע|מענטעלע|מעילון (מעיל קטן)
מענטש|מענטש|אדם, בן אדם
מענטשהייט|מענטשהייט|אנושות
מענטשין|מענטשין|(=מענטשן) אנשים, בני אדם
מענטשליכער|מענטשליכער|אנושי
מענטשלעך|מענטשלעך|אנושי
מענטשלעכן|מענטשלעכן|אנושי
מענטשלעכקייט|מענטשלעכקייט|אנושיות
מענטשן|מענטשן|בני אדם
מענטשן|מענטשען|אנשים
מענטשןליבע|מענטשן-ליבע|אהבת האדם
מענטשעלעך|מענטשעלעך|אנשים קטנים
מענער|מענער|גברים
מענש|מענש|אדם (=מענטש)
מענשן|מענשען|אנשים
מעסטן|מעסטן|מודדים
מעסער|מעסער|סכין
מעערע|מעהערע|מרובים
מעקלער|מעקלער|מתווך
מער|מער|יותר
מערהייט|מערהייט|רוב
מערן(גרינס)|מערן (גרינס)|גזר
מערניט|מערניט|לא יותר, רק
מערסטע|מערסטע|רוב
מערער|מערער|יותר
מערערע|מערערע|כמה, מספר של
מערקווירדיקע|מערקווירדיקע|מעורר עניין
מעש|מעש|פליז
מעשהלה|מעשה'לה|סיפּוּרון
מפיץזיין|מפיץ זיין|להפיץ
מפלעגט|מפלעגט|נהגו, היו רגילים (מ'פלעגט)
מצוה|מצוה|מצווה
מצוהטוב|מצוה טוב|מצווה טובה
מצליחזיין|מצליח זיין|להצליח
מקובלדיק|מקובלדיק|כדרך המקובלים
מקייםזיין|מקיים זיין|לקיים
מקנאזיין|מקנא זיין|לקנא
משבחזיין|משבח זיין|לשבח
משיגזיין|משיג זיין|להשיג, להבין
משלחזיין|משלח זיין|לשלוח
משפחהלעבן|משפּחה־לעבן|חיי משפחה
משפיעזיין|משפּיע זיין|להשפיע
מתינותדיק|מתינותדיק|מתון
מתנהגעבן|מתנה געבן|לתת מתנה
מתקןזיין|מתקן זיין|לתקן
נאגל|נאָגל|ציפורן
נאדל|נאָדל|מחט
נאהענט|נאהענט|קרוב
נאהענטע|נאָהענטע|קרובים, סמוכים
נאהענטער|נאָהענטער|קרוב
נאהר|נאהר|רק (נאר)
נאז|נאָז|אף
נאטווענדיק|נאָטווענדיק|הכרחי
נאטווענדיקייט|נאָטווענדיקייט|הכרח
נאטור|נאַטוּר|טבע
נאטורוויסטשאפט|נאַטור־וויסטשאַפט|חכמת הטבע
נאטירליכן|נאַטירליכען|טִבעי
נאטירליכער|נאַטירליכער|טבעי
נאטירלעך|נאַטירלעך|טבעי
נאך|נאָך|עוד, גם
נאךדעם|נאָך דעם|אחרי זה
נאךמאל|נאָך מאָל|עוד פעם
נאךמיטאג|נאָך - מיטאַג|אחר הצהריים
נאךניט|נאָך ניט|עדיין לא
נאכאמאל|נאָכאַמאָל|עוד פעם
נאכגיין|נאָכגיין|ללכת אחרי
נאכגעבן|נאָכגעבן|לוותר
נאכגעגעבן|נאָכגעגעבן|ויתר
נאכגעגעבןגעווארן|נאַָכגעגעבן געוואָרן|? ניתן
נאכגעפאלגט|נאָכגעפאָלגט|עקב, מילא אחר
נאכגעפרעגט|נאָכגעפרעגט|שאל-שוב
נאכגעקוקט|נאָכגעקוקט|להסתכל שוב
נאכדעם|נאָכדעם|לאחר מכן
נאכהאר|נאָכהאַר|לאחר מכן
נאכהער|נאכהער|אחר כך
נאכט|נאַכט|לילה
נאכטלעך|נאַכטלעך|של לילה
נאכטמאל|נאַכטמאָל|ארוחת לילה
נאכטן|נאַכטן|לילות
נאכלויפן|נאָכלויפן|לרדוף אחרי
נאכמיטאג|נאָכמיטאָג|אחר הצהריים
נאכן|נאָכן|לאחר
נאכפאלגן|נאָכפֿאָלגן|לעקוב
נאכפאלגער|נאכפאָלגער|ממשיך דרך
נאכפאלגערשאפט|נאָכפאָלגערשאַפט|מורשת
נאכקומן|נאָכקומען|לעקוב, לבוא אחרי
נאמן|נאָמען|שֵם
נאמנהאפט|נאָמנהאַפֿט|ידוע
נאמענס|נאָמענס|שמות
נאס|נאַס|רטוב
נאסן|נאַסן|רטוב (מוטה)
נאסע|נאַסע|רטוב (נקבה/רבים)
נאסער|נאַסער|רטוב (זכר)
נאענט|נאָענט|קרוב
נאענטן|נאָענטן|להתקרב
נאענטסטא|נאָענטסטא|קרובים ביותר
נאענטע|נאָענטע|קרוב (נקבה/רבים)
נאענטער|נאָענטער|קרוב (זכר)
נאענטקייט|נאָענטקייט|קרבה
נאפאליאנישע|נאַפאָליאָנישע|של נפוליאון
נאפלעאןס|נאַפּלעאָן'ס|של נפוליאון
נאקעט|נאקעט|עירום
נאר|נאָר|רק 
נאר|נאַר|שוטה, טיפש 
נאראנים|נאַראָנים|טיפשים
נארוואס|נאָר וואָס|זה עתה
נארטזיך|נאַרט-זיך|מרמה עצמו, טועה
נארישן|נאַרישן|טיפשי (מוטה)
נארישע|נאַרישע|טיפשי (נקבה/רבים)
נארישער|נאַרישער|טיפשי (זכר)
נארישקייט|נאַרישקייט|שטות
נארן|נאַרען|שוטים, פתאים
נארעריי|נארעריי|שטות, אחיזת עיניים
נו|נו|נו, ובכן
נויט|נויט|מצוקה, דחק, צורך
נויטיגטזיך|נוּיטיגט זיך|להִזדקק, להִצתרך
נויטיגער|נויטיגער|הנחוץ, הדרוש
נויטיגקייט|נויטיגקייט|נחיצות
נויטיק|נויטיג|נחוץ
נומער|נומער|מספר
נוץ|נוץ|נצל!
נוצט|נוצט|מנצל
נוצלעך|נוצלעך|שימושי
נוצלעכקייט|נוצלעכקייט|שימושיות
נוצן|נוצן|לנצל, תועלת
נוצן|נוּצען|תועלת, שימוש
נוקםזיין|נוקם זיין|לנקום
נוקן|נוּקען|לומר 'נוּ'
נידעריגסטע|נידעריגסטע|הנמוכים ביותר
נידעריגער|נידעריגער|נמוך
נידעריגקייט|נידעריגקייט|שפלות, נמיכות
נידעריק|נידעריק|נמוך
נידעריקסטער|נידעריקסטער|הנמוך ביותר
נידעריקער|נידעריקער|נמוך־יותר
נידערלאגע|נידערלאַגע|תבוסה
ניט|ניט|לא
ניטא|ניטאָ|אין, לא נמצא
ניי|ניי|חדש
נייגונגן|נייגונגען|שאיפות
נייגעריק|נייגעריג|סקרן, מסוקרן
נייגעריק|נייגעריק|סקרן
נייגעריקער|נייגעריקער|סקרני
נייטיגטזיך|נייטיגט זיך|לא צריך
נייטיק|נייטיק|נצרך
ניין|ניין|לא
ניין(צאל)|ניין (צאָל)|תשע
ניינציק|ניינציק|תשעים
ניינצן|ניינצן|תשע עשרה
נייס|נייס|חדשות
נייעם|נייעם|חדש
נייעסן|נייעסן|חדשות
נייער|נייער|חדש (זכר)
נייקייט|נייקייט|חידוש
ניסים|ניסים|נסים
ניסלעך|ניסלעך|אגוזים
ניסן(הוסטן)|ניסן (הוסטן)|להתעטש
ניצולגעווארן|ניצול געוואָרן|ניצל
ניצטאויס|ניצט אויס|מנצל, משתמש
ניצליכע|ניצליכע|שימושיים, מועילים
נישט|נישט|לא
נעבן|נעבן|ליד, על יד
נעבן|נעבּען|אצל, על-יד
נעבעך|נעבּעך|מִסכֵּן, עלוב-נפש, למרבה הצער
נעגל|נעגל|ציפורניים; מסמרים
נעגעל|נעגעל|ציפורניים; מסמרים
נעוועל|נעוועל|נבל (עיירה ברוסיה)
נעטיק|נעטיק|נחוץ
נעכט|נעכט|לילות
נעכטן|נעכטן|אתמול
נעם|נעם|קח
נעםט|נעםט|לוקח (הוא)
נעםסט|נעםסט|לוקח (אתה)
נעמט|נעמט|לוקח
נעמן|נעמען|לקחת
נעמענדיק|נעמענדיק|בקחתו, תוך לקיחה
נענטער|נענטער|קרוב יותר
נעסט|נעסט|קן
נעענטער|נעהענטער|קרוב יותר, יותר סמוך
נעענטער|נעענטער|קרוב יותר
נעפל|נעפּל|ערפל
נפשערשיינונגסשטרייכן|נפש-ערשיינונגס-שטרייכען|תופעות נפשיות
נפשפערגעניגן|נפש-פערגעניגען|הנאת הנפש
נשמהכלליות|נשמה כלליות|נשמה כללית
סאוועט|סאוועט|מועצה (סובייט)
סאיז|ס'איז|זה, הרי זה
סאך|סאַך|הרבה (אַ סך)
סאלדאט|סאלדאט|חייל
סאלקע|סאַלקע|עליית גג
סאמע|סאַמע|שיא, פיסגה
סארט|סאָרט|סוג
סדרהלילה|סדר הלילה|סדר ליל הפסח
סומע|סוּמע|סכום
סזאל|סזאל|שיהיה (ס'זאל)
סטאליער|סטאָליער|נגר
סטאנציע|סטאַנציע|תחנה
סטארען(זיך)|סטאַרען (זיך)|להִתאמץ, להִתייגע
סטודענט|סטודענט|סטודנט
סטעליע|סטעליע|תקרה
סטעפעס|סטעפעס|ערבות (שטחי מרעה)
סטריט|סטריט|רחוב (מאנגלית)
סיי|סיי|הן
סיידן|סיידן|אלא אם
סמאלענסק|סמאָלענסק|סמולנסק (עיר)
סמיליאן|סמיליאַן|שם מקום
סעקרעטער|סעקרעטער|מזכיר
סערוועטקע|סערוועטקע|מפית
סערפ|סערפּ|מגל
ספעציעל|ספּעציעל|מיוחד
סקארבאווע|סקארבאווע|שגרתי, שבלוני
סקווער|סקווער|כיכר
סקונדע|סקונדע|שניה
סתםכך|סתם כך|כך פשוט
עבודהדיק|עבודהדיג|של עבודה (עבודת ה')
עוברזיין|עובר זיין|לעבור על
עוואקואירט(זיך)|עוואַקואירט (זיך)|יצאו, התפנו
עוואקואירטזיך|עוואַקואַירט זיך|התפנה
עוואקואציע|עוואַקואַציע|יציאה, פינוי
עופהלה|עופה'לה|עוף קטן
עופעלע|עופעלע|תינוק
עטוואס|עטוואָס|קצת, במקצת, משהו
עטליכע|עטליכע|כמה, אחדים
עטלעכע|עטלעכע|כמה
עלטער|עלטער|גיל, מבוגר יותר
עלטער(יארן)|עלטער (יאָרן)|זקנה
עלטערווערן|עלטער ווערן|להזדקן
עלטערזיידע|עלטער־זיידע|סבא רבא
עלטערן|עלטערן|הורים
עלטערע|עלטערע|מבוגרים, זקנים
עלטערער|עלטערער|מבוגר יותר
עלנבויגן|עלנבויגן|מרפק
עלנט|עלנט|בודד, גלמוד
